iteration,norm
435,1359037542883200146083047936724563017305320249442275246652908070340525120831713175776997442728060804488217716999986530816677017288704.000000000000000
436,2709083337846002161405839800470868314250983844444674447223446006939763476373288806544490727510691129588647917137823743022640664674304.000000000000000
437,5400125196188765564780169814361679526017547568632697487606485222981029595233266642172005404956539979358800615897032414472469032730624.000000000000000
438,10764050462681731753245102728025928868269401213996948173230806316602120810276597486808357264138824552914702165966889311730118734905344.000000000000000
439,21455465103276093046717036400020977405314794518543063828224528488206200886067162272675091066004221384236174377803443627295956178829312.000000000000000
440,42765182566209575487526860641954347859993956899162195106702036128345450269011532531266408186409213205275485823776104865420586965270528.000000000000000
441,85237909663793722007634030771709622917421369756331663455796285476345259724280599194511529941747737556370935883283341272384243595476992.000000000000000
442,169888971519948503412809052462328837483084481228393134145967181666544895001211193202160139315285152744901016506186149349659720766455808.000000000000000
443,338600340498538547052335804604255961001316937277482368976034084173883757735651415761023321629888966909091069944526941275063996345483264.000000000000000
444,674837595321081070306967106560206851962632067601750519304181341465562640358205816420130855444028191337037742015865029110131099091075072.000000000000000
445,1344933123927480420063221249917602977841640436209750405608867139776600267935279454874592955790734350945792953813434115239837521181409280.000000000000000
446,2680350054060556694520220224965276340296335069807425602725865626705484769420346169122889635415259942960319279442635306261725566596022272.000000000000000
447,5341603058161651658234246776493750983327745151670558713908540406024532301767431343650359523067269302680940094212536438509829368271863808.000000000000000
448,10644881604112407270197802443597483556980042547416969566983939524482220543561885187828107407896570091237686084771911562283706048074219520.000000000000000
449,21212851176538633313170802362901155200709159898604452991429382092156372945708654825878399479819891912005635871795079812674617652633665536.000000000000000
450,42271347896686418535628899986815601274127396647235370869853214494724611048568331473873031675706969539478935033248782821193453506769453056.000000000000000
451,84232917315602194419881433161681513381686074434416266236645846141419422662324892777035775568557840340299590450045644823320949687026974720.000000000000000
452,167844120952867878422588068105271540454639973807144943266977100091767832610076168954580391315843303870185657949697930845026833727718686720.000000000000000
453,334440465867019935416144935061966698605326913834780909032894571386083654244133021345062558583570334696793386961996441238302873972983726080.000000000000000
454,666376611757937520461242470361242885017279744306474070712641960584647969817765083677376026576215886627178469369122559152648789853156147200.000000000000000
455,1327726906657644257236731657744326394493062112582045740845580467272600877032838491681804217995235109938802703831725800568652062781408804864.000000000000000
456,2645365543666130163148698795209117443624397708490790657046538548619548239438742048731134941407580396320279702289556485747591553519544434688.000000000000000
457,5270482712488617649298711552132596569135296739551467539845581025299938066252877384254443553747309373051607859792458706014831598587325972480.000000000000000
458,10500323878731342312895706831850946385422729683791545907713651254430907951095385953696789643009015065550924195569142331185956475882990206976.000000000000000
459,20919072826307697154946274599951022387594111526898931687161942143399817877668589914046716939931953323230814234219438167931914301211597078528.000000000000000
460,41674407636017168114621888802567782827371635732003998845218031277248909255025705680234272666552963997437058847661914179837341572604868165632.000000000000000
461,83020154011577277560209327407710332245977826898809490027574940608010765438415272575189751275600617186935854137106520163594820987849831088128.000000000000000
462,165380597295354290291351216668157669060353216649084242523545560157413886495998672282147629599215637674058244181968800397656053361623705845760.000000000000000
463,329436961416808452564221319380010021409172219591242015311997281064394547794582746683567334977168480939536378478198273648353879613421247266816.000000000000000
464,656215762903261130523301494803188782937797832359145343297527309672153647428009830091522073553192625854813845090085173087529690979875279601664.000000000000000
465,1307095679545057246308365329846165449826092217016519339447931072790218296192287729139345499585187150923635060253297759128473371218102156525568.000000000000000
466,2603480337676450003218421820728437329097780733947313579133911521531982318065493901003225809798898073413596749321746940661196921676378868285440.000000000000000
467,5185459427887729666539406034078687126934321207127302312976533898195600955531027601717502883282669670504764273334383445668223113434376177713152.000000000000000
468,10327756869654850072803253807350804307573721397396962496062367572195265272459894603746313519589036511815196052673624246606843254957618122194944.000000000000000
469,20568868646839264518405832975748690054104927098397741166460642675816236809584836773546601503375566616736218431100319589886219147006799683518464.000000000000000
470,40963800649464043496532249657611470475441593619766958388924589210501422416921171848228623971940446865138270008326416667488914745845788503441408.000000000000000
471,81578426778234410281459305688388774123664284579180690083546146372443621327251877090487510584761785957245968079579575177462340183701247758434304.000000000000000
472,162455885691849014039261194371659917515420823011589599445569159048771621374211633992857367450191029836788816788333851388137362288260014327988224.000000000000000
473,323504565871085942682434281276277310134457310007311241020523875232523685605871121128884065444482611084642385709810673411321934982532246005612544.000000000000000
474,644184118125864374997270793872097891252422121228103617455158477617348354650252958745123879937347439742637508189223223716651365934550047424249856.000000000000000
475,1282696880469019715606651004374980363814065469482521750413858223076096374338049245745335628859668645970363073201151642630291018445534018920251392.000000000000000
476,2554008151271182567193014005046604368816706006216436228759312706077349955760494815366328232729272436409291965068849617821240260487615619503489024.000000000000000
477,5085158817237591352525782661489107433613916107151775787925047562453165905679950834256170967355101110123670714449147603034283848577815856627580928.000000000000000
478,10124429218423247746954429914589538311355711398092922867867544530936511709702255354885025677734327228922452792393614066083457660837498193767825408.000000000000000
479,20156732942138003275325893287249385906966834828231764624943737038632566145921790986199843437300161974284029715121847362128377530801388697631588352.000000000000000
480,40128514143331931363108591641487339967479796955411021646900218663841078529744782039703228667642811475864042695141557846020686654170182793237102592.000000000000000
481,79885716696734584674041869902546409100992831824731127006766532568760321358930531244887750106812791837266079915646270856050144165974682815063654400.000000000000000
482,159025981310210688167379135360549509173496469980748484287964392130526507398878993517186002125760337468641211240717232827589574172006038902142926848.000000000000000
483,316555376373578164758319766415092233467335437550080636114234210111189072485396142868167268897899079362680185749393890657182629457548434002560417792.000000000000000
484,630106169861654140194217860833718256173000965237076929494875334803125954637859398813817178978665377052747469834466867254475488757776894089777643520.000000000000000
485,1254180265569497393174814913178378523505054258204949787118172078966906546778735084009262462822224876089971445477659969194310777244969973286963249152.000000000000000
486,2496250401064228376058200987662600908705923572419307006015144224991751937448738436962559049433090855324384025195945152053343635534181355384370888704.000000000000000
487,4968188269791053537720801720307594917713225019591449832258488783512415953786885104712210194873292224810632244894412523918640859877347403439204728832.000000000000000
488,9887566357863400871255203439594438740772059934778707798356499426362363618751066817469594077008347147086874791983845923258955745824978127228426518528.000000000000000
489,19677141066076918139638580461852641327902556878715181717212729921713392897728290614294242420537146877612104550486847536728479823608915365917483859968.000000000000000
490,39157554350571136430710930356564778030337259140751912146821203521826886526004145328281290479768673653755969964582701438792184981250966321786200784896.000000000000000
491,77920160758601866913679061905350737298831665131057247827284465130026143633605486694499043800719624995913504125399426076456252482789690401738700357632.000000000000000
492,155047434886163411890835846865815251943195801665571045912081891019678439914071774180924495949946775057583917090231352111095366261895766784109635960832.000000000000000
493,308503104794550974044576762622102327384790780937347217724472275630231587884646410636153803852104336306666837468041366578206048356961572590598798442496.000000000000000
494,613810679388679159604942736154169107890093604474442956128111452184015332921041842044919876094158595500517896123926683503616154835773467326868403257344.000000000000000
495,1221206271795540455087249988481237259874620555851602015645414286348345346392947540258895859814489278485753736522704105337310348012553366724944739696640.000000000000000
496,2429534279893135802335106861447506186415677365713672937648364069175280411739450713882012536729097320152255694810929081211755563233999517268887925161984.000000000000000
497,4833215812080244071623968739904897517131501011715949772506076651929352161206054941094224292942843965030815217314644929432246018823916384564070638944256.000000000000000
498,9614533673226651923624510887603738804296703438105748938031983840072093343003675761173371970587366535574110707343319014708414573881123737080184923226112.000000000000000
499,19124886641665271973321661189492759806321594223929507633309436750015106009453595998653196838234883925995893302847057468066326523155798517022710906748928.000000000000000
