iteration,norm
1,276.912988777176281
2,85.193323567871786
3,26.211775200668697
4,8.064766194596617
5,2.481359834544168
6,0.763465745350150
7,0.234904183300917
8,0.072275821809345
9,0.022238025080461
10,0.006842268862094
11,0.002105254901659
12,0.000647753525205
13,0.000199303700101
14,0.000061322713122
15,0.000018868081314
16,0.000005805430867
17,0.000001786246887
18,0.000000549602619
19,0.000000169104966
20,0.000000052031239
21,0.000000016009294
22,0.000000004925841
23,0.000000001515615
24,0.000000000466334
